09.10.1955;3/12/13/16/23/41;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;10/EUR 6.593,36;0/EUR 0,00;1615/EUR 20,40;0/EUR 0,00;32361/EUR 1,02
16.10.1955;3/12/18/30/32/49;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;47/EUR 2.157,65;0/EUR 0,00;2349/EUR 21,58;0/EUR 0,00;37578/EUR 1,33
23.10.1955;12/14/23/24/34/36;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;23/EUR 5.134,14;0/EUR 0,00;1911/EUR 30,68;0/EUR 0,00;37671/EUR 1,53
30.10.1955;4/13/23/30/36/44;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;105/EUR 1.425,23;0/EUR 0,00;3061/EUR 24,44;0/EUR 0,00;48046/EUR 1,53
06.11.1955;5/6/31/39/44/49;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;6/EUR 25.307,67;0/EUR 0,00;956/EUR 79,25;0/EUR 0,00;25693/EUR 2,91
13.11.1955;6/18/22/29/37/44;0;0;NULL;NULL;0/EUR 0,00;3/EUR 30.417,78;0/EUR 0,00;314/EUR 290,41;0/EUR 0,00;6020/EUR 15,13;0/EUR 0,00;56403/EUR 1,59
20.11.1955;4/8/12/16/27/44;0;0;NULL;NULL;0/EUR 0,00;2/EUR 48.875,41;0/EUR 0,00;174/EUR 561,65;0/EUR 0,00;6400/EUR 15,24;0/EUR 0,00;75868/EUR 1,28
27.11.1955;9/24/26/37/44/46;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;62/EUR 4.041,76;0/EUR 0,00;3766/EUR 33,23;0/EUR 0,00;67687/EUR 1,84
04.12.1955;5/20/21/26/31/47;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;46/EUR 6.077,98;0/EUR 0,00;2373/EUR 58,80;0/EUR 0,00;50522/EUR 2,76
11.12.1955;8/10/22/26/31/37;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;35/EUR 7.943,43;0/EUR 0,00;2653/EUR 52,15;0/EUR 0,00;61334/EUR 2,25
18.12.1955;8/14/26/36/39/42;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;92/EUR 3.143,68;0/EUR 0,00;4102/EUR 35,02;0/EUR 0,00;70583/EUR 2,05
26.12.1955;5/9/34/38/39/42;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;22/EUR 10.154,51;0/EUR 0,00;2277/EUR 48,83;0/EUR 0,00;59441/EUR 1,84
01.01.1956;4/22/27/36/38/46;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;55/EUR 4.446,71;0/EUR 0,00;3580/EUR 34,00;0/EUR 0,00;66445/EUR 1,79
08.01.1956;6/21/22/37/41/42;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;25/EUR 12.213,48;0/EUR 0,00;2500/EUR 60,84;0/EUR 0,00;70197/EUR 2,15
15.01.1956;1/9/16/19/29/49;0;0;NULL;NULL;0/EUR 0,00;1/EUR 165.594,91;0/EUR 0,00;339/EUR 488,28;0/EUR 0,00;6744/EUR 24,54;0/EUR 0,00;78275/EUR 2,10
22.01.1956;12/17/23/27/35/40;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;89/EUR 4.110,53;0/EUR 0,00;5099/EUR 35,79;0/EUR 0,00;105959/EUR 1,69
29.01.1956;5/6/18/22/38/43;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;116/EUR 3.176,15;0/EUR 0,00;6478/EUR 28,38;0/EUR 0,00;119150/EUR 1,53
05.02.1956;12/26/35/36/42/43;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;40/EUR 9.320,60;0/EUR 0,00;4795/EUR 38,86;0/EUR 0,00;97767/EUR 1,89
12.02.1956;1/14/23/27/30/33;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;57/EUR 6.233,41;0/EUR 0,00;3723/EUR 47,55;0/EUR 0,00;84206/EUR 2,10
19.02.1956;8/20/26/35/38/42;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;208/EUR 1.640,99;0/EUR 0,00;6860/EUR 24,85;0/EUR 0,00;98155/EUR 1,74
26.02.1956;1/30/32/42/45/48;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;24/EUR 14.108,84;0/EUR 0,00;1981/EUR 85,39;0/EUR 0,00;51951/EUR 3,22
04.03.1956;4/6/17/19/41/47;0;0;NULL;NULL;0/EUR 0,00;1/EUR 177.770,82;0/EUR 0,00;52/EUR 3.418,50;0/EUR 0,00;4334/EUR 40,90;0/EUR 0,00;90946/EUR 1,94
11.03.1956;6/9/20/22/26/28;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;91/EUR 4.290,76;0/EUR 0,00;4397/EUR 44,23;0/EUR 0,00;101983/EUR 1,89
18.03.1956;3/10/24/26/38/49;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;160/EUR 2.380,83;0/EUR 0,00;7660/EUR 24,85;0/EUR 0,00;108530/EUR 1,74
25.03.1956;3/16/18/19/37/42;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;63/EUR 5.632,39;0/EUR 0,00;4361/EUR 40,65;0/EUR 0,00;100283/EUR 1,74
02.04.1956;7/10/22/25/32/43;0;0;NULL;NULL;0/EUR 0,00;4/EUR 42.547,15;0/EUR 0,00;172/EUR 989,35;0/EUR 0,00;7152/EUR 23,78;0/EUR 0,00;108614/EUR 1,53
08.04.1956;2/19/25/30/32/39;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;66/EUR 5.439,38;0/EUR 0,00;5251/EUR 34,00;0/EUR 0,00;100020/EUR 1,79
15.04.1956;1/12/14/31/32/46;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;36/EUR 10.298,44;0/EUR 0,00;2789/EUR 66,21;0/EUR 0,00;73090/EUR 2,51
22.04.1956;10/19/21/24/33/35;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;117/EUR 3.152,37;0/EUR 0,00;6942/EUR 26,33;0/EUR 0,00;111138/EUR 1,64
29.04.1956;4/18/34/36/40/47;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;107/EUR 3.372,99;0/EUR 0,00;5313/EUR 33,75;0/EUR 0,00;95107/EUR 1,89
06.05.1956;1/3/39/41/45/49;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;23/EUR 15.458,14;0/EUR 0,00;1997/EUR 88,96;0/EUR 0,00;60837/EUR 2,91
13.05.1956;4/31/32/34/39/43;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;24/EUR 14.220,56;0/EUR 0,00;3226/EUR 52,66;0/EUR 0,00;82430/EUR 2,05
21.05.1956;6/12/22/31/37/42;0;0;NULL;NULL;0/EUR 0,00;4/EUR 43.447,79;0/EUR 0,00;753/EUR 230,59;0/EUR 0,00;16511/EUR 10,48;0/EUR 0,00;134901/EUR 1,28
27.05.1956;5/33/35/36/38/43;0;0;NULL;NULL;0/EUR 0,00;1/EUR 172.634,12;0/EUR 0,00;55/EUR 3.138,57;0/EUR 0,00;3600/EUR 47,81;0/EUR 0,00;81361/EUR 2,10
03.06.1956;11/17/33/34/35/36;0;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;38/EUR 10.065,80;0/EUR 0,00;4021/EUR 47,55;0/EUR 0,00;87566/EUR 2,15
10.06.1956;10/14/16/23/40/46;0;0;NULL;NULL;0/EUR 0,00;2/EUR 103.776,40;0/EUR 0,00;68/EUR 3.052,16;0/EUR 0,00;4008/EUR 51,64;0/EUR 0,00;81512/EUR 2,51
17.06.1956;5/19/25/38/41/46;24;0;NULL;NULL;0/EUR 0,00;1/EUR 222.588,88;0/EUR 0,00;111/EUR 2.005,29;0/EUR 0,00;5879/EUR 37,84;0/EUR 0,00;112567/EUR 1,94
24.06.1956;14/16/18/32/37/43;21;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;109/EUR 4.755,78;0/EUR 0,00;7019/EUR 36,81;0/EUR 0,00;145857/EUR 1,74
01.07.1956;5/13/21/25/35/44;10;0;NULL;NULL;0/EUR 0,00;1/EUR 270.178,39;0/EUR 0,00;278/EUR 971,71;0/EUR 0,00;11704/EUR 23,06;0/EUR 0,00;167138/EUR 1,59
08.07.1956;3/20/42/43/47/48;19;0;NULL;NULL;0/EUR 0,00;0/EUR 0,00;0/EUR 0,00;37/EUR 16.416,30;0/EUR 0,00;3733/EUR 81,30;0/EUR 0,00;101023/EUR 2,97
15.07.1956;12/17/19/23/34/48;32;0;NULL;NULL;0/EUR 0,00;1/EUR 297.306,00;0/EUR 0,00;182/EUR 1.633,32;0/EUR 0,00;12538/EUR 23,67;0/EUR 0,00;216187/EUR 1,33
22.07.1956;5/8/10/18/38/48;14;0;NULL;NULL;0/EUR 0,00;1/EUR 317.666,67;0/EUR 0,00;618/EUR 513,85;0/EUR 0,00;17138/EUR 18,51;0/EUR 0,00;189163/EUR 1,64
29.07.1956;9/10/17/23/27/35;39;0;NULL;NULL;0/EUR 0,00;5/EUR 67.012,47;0/EUR 0,00;228/EUR 1.469,45;0/EUR 0,00;13482/EUR 24,85;0/EUR 0,00;223675/EUR 1,48
05.08.1956;9/23/25/31/40/46;49;0;NULL;NULL;0/EUR 0,00;1/EUR 351.274,40;0/EUR 0,00;239/EUR 1.469,71;0/EUR 0,00;9681/EUR 36,05;0/EUR 0,00;166091/EUR 2,10
